vo_adv_1159001_002.m4a|ちょっと本気出して作ってみたんや～♪
vo_adv_5100005_007.m4a|今日のお茶は、フルーツの香りのと、花の香りのとどっちがええかなあ？アヤネはん、カップの柄はなんにする？お花に鳥さんに。うちのおすすめは……
vo_adv_5100005_009.m4a|アヤネはんの言う通りやったわ。あと一息……バロメッツはんに会いに、進みまひょ！お茶は、バロメッツはんと会ってからのお楽しみや。
vo_adv_5100005_010.m4a|……でも。この樹冠の森も広そうやわ。それに、ずいぶんうっそうと茂って見通しも悪いなあ。
vo_adv_5100005_011.m4a|ランドソルで買うた地図には、樹冠の森のことは描いてへんし、ぷうきちはんのレーダーを使うには、森が深すぎて……
vo_adv_5100005_012.m4a|やっぱり手あたり次第捜すほか、ないやろか。
vo_adv_5100005_015.m4a|せやなあ。うちはこっちを捜すさかい、王子はんはあっち、アヤネはんとぷうきちはんはそっちで……捜し終わったらここに集合や。
vo_adv_5100005_018.m4a|うちの方にはおらへんかったわ……
vo_adv_5100005_040.m4a|はぁ、はぁ……ぷうきちはんの教えてくれはった方角に進み始めてもうしばらくになりますなあ。
vo_adv_5100005_041.m4a|樹冠の森もずいぶんと広いっちゅうことやろか。行っても行っても深い森で……行っても行っても、バロメッツはんの姿は見えへんの。
vo_adv_5100005_042.m4a|けど、ぷうきちはんの教えてくれた方角はずれてへん。あとちょっと、気張っていきまひょ。きっと、もう少しや！
vo_adv_5100005_047.m4a|想像してたのよりもずうっと大きいけど……あの、ふわふわ……ツタの生えた体……間違いありまへん。あれは、バロメッツはんや！
vo_adv_5100005_048.m4a|バロメッツはん！ようやっと、ここまで来れた……！
vo_adv_5100005_052.m4a|バロメッツはん！バロメッツはん！　うち、マホ言います。あんさんに会うために、森を抜けてここまで……
vo_adv_5100005_053.m4a|ここまで、やってきたんどす。おじいはんに、あんさんのお話を聞いて。ずっと、ずっと会いたいって、思っとったの……！
vo_adv_5100005_055.m4a|せや。おじいはんから、あんさんのお話を聞いて。王子はんたちと、一緒に……あんさんに会いに来たんどす。ずうっと、バロメッツはんに、会いとうて……
vo_adv_5100005_056.m4a|……バロメッツはん？
vo_adv_5100005_058.m4a|えっ？
vo_adv_5100005_061.m4a|きゃあ！？
vo_adv_5100005_066.m4a|いったい、これはどういう……うち、人違いしてもうたん？
vo_adv_5100005_067.m4a|けど……
vo_adv_5100005_068.m4a|せやねん。「おじいはん」を待ってはるとすれば……それは、バロメッツはんや。けど！　なんでこない急に、襲ってきはるの！？
vo_adv_5100005_070.m4a|もしかしたら、３人くらいはいてはるかもしれんなあ。
vo_adv_5100005_072.m4a|ほな二人くらいやろか？
vo_adv_5100005_074.m4a|けど、困ったわぁ。うちらおじいはんやあらへんし。おじいはんにも、なれへんさかい。
vo_adv_5100005_075.m4a|おじいはん以外帰れ言われたら帰る以外あれへんし……
vo_adv_5100005_076.m4a|ほな、変装でもしてみたらええの……？
vo_adv_5100005_077.m4a|それは置いといても……うちらかて、そんな簡単には帰れまへん。だって、ここにいてはるんは、うちらがずうっと捜してきた羊はんなんどす。
vo_adv_5100005_078.m4a|ここまで来て……追い返されそうになったからってそうやすやすと、帰るわけにはいきまへんやろ。まだ、ちゃんと挨拶もしてへんのや……！
vo_adv_5100005_079.m4a|すぐ帰れるほど、生半可な気持ちでここまで来たわけやないんよ。……そうやろ、アヤネはん。ぷうきちはん。
vo_adv_5100005_081.m4a|おおきに、ぷうきちはん。
vo_adv_5100005_137.m4a|……王子はん！？
vo_adv_5100005_138.m4a|王子はん！　うちは平気や。けど……いやや、いきなりこんな……！
vo_adv_5100005_141.m4a|バロメッツはん……なんで、こんなことになっとるの……？
vo_adv_5100005_142.m4a|おじいはんに聞いた、あんさんのお話から……一体何が、かわってしまったん……？
vo_adv_5100005_144.m4a|うち、分かりますえ。あんさんが、昔っからそういうお人やなかったこと。おじいはんのお話のバロメッツはんは、もっと……
vo_adv_5100005_149.m4a|ずうっと、待つんがおじいはんとの約束やったの？
vo_adv_5100005_150.m4a|一人で待つんが？
vo_adv_5100005_153.m4a|……逃げまへん！　うぅっ……
vo_adv_5100005_154.m4a|うちは、あんさんに話を聞いてもらうまで……
vo_adv_5100006_010.m4a|ぷうきちはん……
vo_adv_5100006_014.m4a|ふふっ……ぷうきちはん。何を言うてはるの？うちも、おんなじ気持ちや！
vo_adv_5100006_016.m4a|こういうんは、きっと諦めたらそこでおしまいになってまうの。
vo_adv_5100006_017.m4a|冒険も、旅も、おじいはんとの約束も、みんなみんな。だからうちはまだまだ諦めへん！
vo_adv_5100006_019.m4a|もうちょっと、気張りまひょ……！
vo_adv_5100006_026.m4a|せやな、ぷうきちはん。怖いことはもう、一つもありまへん。せやから、まずはゆっくり、お休みやす。
vo_adv_5100006_028.m4a|大丈夫や。きっと目を覚まして、うちらの話を聞いてくれはる。だから今は、信じて待ちまひょ。
vo_adv_5100006_030.m4a|バロメッツはんが心配なんやろなあ。安心しておくんなはれ。お昼寝の邪魔はせえへんよ。
vo_adv_5100006_031.m4a|ゆっくり眠ったら、ちゃあんと起きてくれはります。あんさんと、お話しするのを楽しみにしとったんよ、うち。
vo_adv_5100006_032.m4a|こんな出会いはちょっとびっくりやったけど……冒険にはいつも、驚きがつきものや。
vo_adv_5100006_051.m4a|……目が覚めたんやね。バロメッツはん。おはようさんどす♪
vo_adv_5100006_053.m4a|王子はんの言う通りや。目が覚めて安心したわぁ。さっきは手荒なことして……すんまへん。他に手がなかったとはいえ、堪忍しとくれやす。
vo_adv_5100006_054.m4a|うち、マホ言います。マホマホ王国のプリンセスや。こっちは王子はん。それから……
vo_adv_5100006_060.m4a|ぜんぜん、まったく、あらへんよ♪
vo_adv_5100006_062.m4a|ふふふっ、言われてみれば、うちも不思議や。確かに落っこちたら、ひとたまりもないもんなあ。
vo_adv_5100006_063.m4a|けど……なんでやろ。大丈夫、って気ぃがしたんどす。バロメッツはんは大丈夫って。
vo_adv_5100006_064.m4a|きっと、うちらの話を聞いてくれるって、分かっとったんよ。うちらも、絶対にバロメッツはんを助ける、って思っとった。
vo_adv_5100006_067.m4a|せや。その証拠に、今はうちらとお話し、してくれてはる。それで、十分やろ。
vo_adv_5100006_068.m4a|さ、お茶をどうぞ♪　熱いから気を付けてお飲みやす。
vo_adv_5100006_071.m4a|これはセントールスのお花をお茶の葉に混ぜたものなんよ。このあたりの森とはまた違った、平原の花の香りがするんどす。
vo_adv_5100006_074.m4a|それはもう、ほんまにきれいな場所なんどす。いつだって、見に行けますえ。
vo_adv_5100006_083.m4a|ほんまや、口の中に流れ星が落ちてきたみたいやねぇ。
vo_adv_5100006_088.m4a|アヤネはんの言う通りや。うちら、旅をしてきて、いろんなことを知ったんやで。けどそれでも、分からへんことの方がずーっと、多いんよ？
vo_adv_5100006_089.m4a|これからどんどん、新しいことを知っていける……なんて素敵なんやろね？
vo_adv_5100006_095.m4a|バロメッツはん……
vo_adv_5100006_097.m4a|せや。おじいはんからあんさんの話を聞いてそれで、会いに来たんよ。
vo_adv_5100006_101.m4a|だけど、今はもう全部ちゃうんよ。ただ、バロメッツはんに会いたくて。困ってはるなら、助けたくて。それだけや。
vo_adv_5100006_107.m4a|うちは、昔おじいはんにバロメッツはんの話を聞かせてもらったんどす。いつか会いたいって、ずっと思っとったんよ。
vo_adv_5100006_108.m4a|うちが今、ランドソルに居られるんはあんさんのおかげや。セントールスを出るときも、王子はんに出会った時も。勇気を出すってこと、うち、きっとバロメッツはんに教わったんよ。
vo_adv_5100006_109.m4a|せやから、おじいはんとバロメッツはんには、本当に感謝しとるんどす。いつか会いたい、そんなふうに思ってたんやけど……伝えられてうれしいわ。おおきに、バロメッツはん。
vo_adv_5100006_111.m4a|バロメッツはん。
vo_adv_5100006_113.m4a|お願いがあるんどす。聞いてもらえまへんか……？
vo_adv_5100006_115.m4a|うち、あんさんと……お友達になりたい……
vo_adv_5100006_117.m4a|あんさんは、小さな頃のうちを助けてくれた。今度はうちが、あんさんの助けになりたい。バロメッツはんと、もっと仲良うなって、いろんなお話しがしたい。
vo_adv_5100006_118.m4a|……どうですやろ……？
vo_adv_5100006_122.m4a|……！　もちろん……もちろんどす！
vo_adv_5100006_125.m4a|…………ふふ、ふふふっ……
vo_adv_5100007_002.m4a|ほんまに素敵なところどしたなあ♪
vo_adv_5100007_003.m4a|……バロメッツはん。バロメッツはんも、うちらと行きまひょ。
vo_adv_5100007_004.m4a|ランドソルで暮らしてもええし、おじいはんを捜してもええんとちゃう？
vo_adv_5100007_007.m4a|決まりやな！
vo_adv_5100007_009.m4a|確かに……うちも、生き物を小さくする魔法は知らへんし……
vo_adv_5100007_011.m4a|アヤネはん？　なんかいい案があるん？
vo_adv_5100007_015.m4a|ふわふわの綿もぎょうさんとれましたなぁ♪こっちは、うちの鞄に入れて、ランドソルまで運びまひょ。
vo_adv_5100007_016.m4a|ほな、改めて……出発や！
vo_adv_5100007_020.m4a|けど、バロメッツはんにもらった綿は、ランドソルで、ぬいぐるみたちに使ってあげたいわぁ。
vo_adv_5100007_021.m4a|こんなにたくさんの綿、おおきにな。
vo_adv_5100007_027.m4a|ほな、帰りは一気に下りますえ！
vo_adv_5100007_028.m4a|せーの、みらくるまほりん──……くるりんぱー！
vo_adv_5100007_040.m4a|傘に入れてあげますさかい、みんな、近くにきておくれやす。
vo_adv_5100007_042.m4a|あれは、海を渡って北の方に旅をする鳥さんの群れどすなぁ。来年の春に、また戻ってくるんや。
vo_adv_5100007_044.m4a|もちろんどす♪王子はん、うちらも行きまひょ。
vo_adv_5100007_049.m4a|ようこそ、バロメッツはん！
vo_adv_5100007_059.m4a|バロメッツはん、来とくれやす。今すぐ！　こっちや！
vo_adv_5100007_061.m4a|急いでおくれやす！
vo_adv_5100007_066.m4a|ええからええから！さ、着きましたえ！
vo_adv_5100007_068.m4a|さあ、バロメッツはん。あそこや。見とくれやす。子供たちの人だかりの、真ん中のとこ……
vo_adv_5100007_089.m4a|……おじいはん……！……お久しぶりどす。うちも……おじいはんに会えて、うれしい……
vo_adv_5100007_091.m4a|約束やなんて。助けてもらったんは、勇気をもらったんはうちの方や。ほんまに、おおきに……
vo_adv_5100007_092.m4a|おおきにな、おじいはん。バロメッツはん。
vo_adv_5100007_094.m4a|うちも……けど、おじいはんのお話は忘れたことがあらへんの。ほんで……
vo_adv_5100007_095.m4a|うちら、世界の果ての大樹まで行ったんよ。
vo_adv_5100007_106.m4a|バロメッツはん、紹介するわ。こっちがアーサー、こっちがガウェイン。この子はランスロット。バロメッツはんの綿を使おた、うちのお友達なんよ。
vo_adv_5100007_113.m4a|アーサーたちもうれしそうやな♪
vo_adv_5100007_134.m4a|マホマホ王国にもおこしやす♪きっとみんなで、歓迎しますさかい。
vo_adv_5100007_136.m4a|バロメッツはん。おおきに、な。うち、一緒に旅ができて……楽しかったわ。
vo_adv_5100007_140.m4a|うん。うちも、あんさんのこと、ランドソルの子供たちに……それから、これから出会う人たちに伝えます。約束、や。
vo_adv_5100007_145.m4a|道中、気ぃつけておくれやす！
vo_adv_5100007_147.m4a|なんやろな？　うちに何かご用どすか？
vo_adv_5100007_151.m4a|はいはい、焦らんとはんなりいきまひょ。ちゃあんときれいに、直しますさかい♪
vo_adv_5100101_002.m4a|うちら、遠い所に旅に出ることになったんよ。小さな頃に聞いたお話を頼りに、遠い遠い所に行くんよ。地図にも載ってへんさかい、本当にたどり着けるかは分からへんけど……
vo_adv_5100101_003.m4a|危険な魔物がおるんやろか。それとも、猛獣が……？王子はん、一緒に来とくれやす。何があっても大丈夫なように、準備は万端にしていかへんと！
vo_adv_5100101_008.m4a|心配やわぁ。ちゃんとたどり着けるやろか？アヤネはん、ぷうきちはん。……それに、王子はん。うち、気張りますえ！
vo_adv_5100203_001.m4a|うちもや。手ごわかったなあ。けど、どうにかなってよかったわぁ……
vo_adv_5100204_002.m4a|せやな。仕方あらへんわ、早いとこおとなしゅうなってもらいまひょ！
vo_adv_5100204_003.m4a|行きますえ、アヤネはん、ぷうきちはん！うちら、絶対諦めたりせえへんの！
vo_adv_5100301_001.m4a|分からへんけど、今更諦められへんもの！お覚悟どす……っ！
vo_adv_5100302_001.m4a|うちらもだんだんしんどくなってきたけど……まだまだ諦めるわけにはいきまへんな。ここは息を整えて、はんなり行くんがよさそうや。
vo_adv_5100308_002.m4a|その意気どす、アヤネはん！気張っていきまひょ。うちらなら、きっと大丈夫や！
vo_adv_5100308_003.m4a|あわてず騒がず、油断せず……や。うちらの本気、見せてあげますさかい！
vo_adv_5100321_000.m4a|お願いや、うちらの話を聞いて！
vo_adv_5100321_005.m4a|当たり前や。ここで止まるわけにはいかへんもの。なるべく手荒にしとうないけど……そうも言ってられへんみたいやね。
vo_adv_5100321_006.m4a|魔物はんがた、お願いやから、道を開けておくれやす！うちら、一刻も早く進みたいんどす！
vo_adv_5100322_003.m4a|聞いてもらえへんのやろか……うちらの話。けど……そうも言ってられまへん。
vo_adv_5100322_004.m4a|あんさんの望みが、本当に、ずうっとひとりぼっちでいることなんやったらしゃあないけど、うち、そういうふうには思えへんもの。
vo_adv_5100323_002.m4a|あんさんも、なかなか頑固やなあ。
vo_adv_5100323_003.m4a|けど、決意の固さでは、うちも負けまへん！うちら、あんさんを助けに来たんどす！
vo_adv_5100323_005.m4a|せやな、アヤネはん。ここまではるばるやってきた、うちらの気持ち──ちゃんと伝えなあきまへん！
vo_adv_5100402_001.m4a|手ごわかったわあ……今回ばかりはほんま、あかんかと思いましたわ。お疲れさんどした、アヤネはん、ぷうきちはん。
vo_adv_5100403_000.m4a|なかなか大変そうやけど、焦らんと落ち着いて、しゃなりしゃなりいきますえ♪
vo_adv_5100403_004.m4a|さあ二人とも、準備しておくんなはれ！
vo_adv_5100405_001.m4a|しゃなりしゃなり進んできましたなあ♪けど油断は禁物や。最後、気を引き締めていきますえ！
vo_adv_5100601_004.m4a|そうやったんやねえ。あの時は劇団のお人も、ずいぶん喜んでくれはって。またこうして会えるなんて、うれしいご縁やなぁ。
vo_adv_5100601_007.m4a|ぷうきちはん？　どないしはったん？
vo_adv_5100601_009.m4a|あいつ言うんは、バロメッツはんのこと？
vo_adv_5100601_014.m4a|えっ？
vo_adv_5100601_020.m4a|あんさん、バロメッツはんのこと知ってはるの？
vo_adv_5100601_035.m4a|まあ、ふわふわでかいらしい。最高のお友達やね。
vo_adv_5100601_037.m4a|そうやったの。けど、元気でいてはるのが分かって、うちらもうれしいわぁ。いろんなとこに旅してはるんやねえ。
vo_adv_5100601_039.m4a|もちろんや。きっと、必ず会えると思うわ。
vo_adv_5100601_045.m4a|さぁ、行きまひょ。あのお嬢はん、きっとびっくりするやろなあ♪
vo_adv_6100101_000.m4a|王子はん。夜なべで作ったこのお洋服、似合うてますやろか？
vo_adv_6100101_001.m4a|マホマホ王国のプリンセスとして、新しいことに挑戦していくのも大事やね。これからも一緒に冒険しとくれやす、王子はん♪
vo_adv_6100101_002.m4a|王子はんに似合うんは、何色やろなぁ？　せやけどお揃いやなんて、いやや、考えるだけで顔がほてってきてまうわ……
vo_adv_6100102_000.m4a|王子はん、王子はん。今日のお茶の時間は、いつもと違ったところにしまへんか？　どこかええところ、ありますやろか。
vo_adv_6100102_001.m4a|お城のティーパーティーも素敵やなあ。そのためには、お着替えもまたせえへんとあかんねえ。
vo_adv_6100102_002.m4a|お花の香りに包まれて、二人のお茶の時間……考えるだけで、うっとりしてまうわぁ。お茶に浮かべる花びらも、一緒に摘んどくれやす、王子はん♪
vo_adv_6100103_000.m4a|王子はん、王子はん。次に旅に行くとしたら、どこにしまひょ？
vo_adv_6100103_001.m4a|ほな行きまひょ、今すぐにでも♪今この場所も、うちと王子はんがいれば、マホマホ王国なんどす♪
vo_adv_6100103_002.m4a|おとぎ話の世界みたいで、あこがれるわぁ。王子はん、泳ぐ練習から始めなあかんね♪　気張っておくれやす♪
vo_adv_6100104_000.m4a|なんでも入る魔法の鞄♪王子はんが入れたいもの、ありますやろか？
vo_adv_6100104_001.m4a|飴玉、お煎餅、それとも焼き菓子……なんでも入りますえ。いーっぱい持って、お出かけや♪
vo_adv_6100104_002.m4a|名案やね、王子はん♪　敷物、食器にお茶の道具……お気に入りの茶葉。雨が降ったら困るから、天幕も入れておきまひょか。お引越しみたい？　ふふふ、備えあれば憂いなし、やね♪
vo_adv_9004002_001.m4a|えぇ……マコトはん、ほんまキレイやわぁ。物語のお姫はんが飛び出してきたみたいどすえ。
vo_adv_9004002_007.m4a|ふふっ、みんな楽しそうでなによりや。な、王子はん？
vo_adv_9004002_016.m4a|これからもよろしゅうな。ほな、王子はん。またな～♪
vo_adv_9005014_004.m4a|わぁすごいなぁ。シェフィはん、ずいぶん頑張ったんどすなぁ。
vo_adv_9005014_009.m4a|そうそう。いろんなギルドの間に広まってるみたいやねぇ。
