vo_adv_1225001_000.m4a|青い空、白い雲……風は穏やかで、天気は晴朗なれども。さて、どうしたものかな……
vo_adv_5096000_063.m4a|好きなものじゃなくて愛するものだから、ちょっと違うんじゃないかな？
vo_adv_5096000_067.m4a|あ、ああ。気にしないで。
vo_adv_5096000_072.m4a|私も特に質問はないかな。乗船までに望むものを何か考えなければいけないけど。
vo_adv_5096000_079.m4a|ユイ？　どうしたの？
vo_adv_5096000_085.m4a|私もだ。今持っているのは、かなり前に買ったものだし、その、二人に選ぶのを手伝ってもらえると、ありがたい……
vo_adv_5096000_087.m4a|すまない！実は急用を思い出してしまったんだ！
vo_adv_5096001_000.m4a|……ここまできておいて言うのも今更だけど、本当にバカンスになんて行けるの？
vo_adv_5096001_003.m4a|そうなるといいが……ん？あれは……？
vo_adv_5096001_005.m4a|とりあえず、南の島には行けそうだ。買ってきたものも、無駄にならずに済むといいね。
vo_adv_5096001_008.m4a|{player}、走ろう。二人と離れないようにしないと。
vo_adv_5096001_016.m4a|ああ、よろしく。これが参加券だ。
vo_adv_5096001_019.m4a|……どうやらこちらが気を揉みすぎたみたいだね。
vo_adv_5096001_021.m4a|あの時間が無駄になってしまうのかと思うと、ついね……この話は終わりだ。船に乗るとしようか。
vo_adv_5096001_026.m4a|想像以上の数だね。これほど多くの相手と、何を競うことになるのか……
vo_adv_5096001_031.m4a|キミたちは……！？
vo_adv_5096001_038.m4a|おや、サレンじゃないか。久しぶりだね。
vo_adv_5096001_040.m4a|キミこそ、社交界で見かけないのはお互い様じゃないか。私はギルドの仲間や{player}と一緒に参加するんだが……キミがモニカの助っ人なのか？
vo_adv_5096001_043.m4a|ああ、彼女は友達というか……
vo_adv_5096001_056.m4a|{player}と私たちは、一緒に冒険する仲間だ。キミとは初めまして……だよね。レイだ。
vo_adv_5096001_066.m4a|キミ。彼女たちもキミとゆかりのある人たちなのかな？だとしたら挨拶を──
vo_adv_5096001_074.m4a|あ、ああ……思わず気圧されてしまったよ……
vo_adv_5096001_086.m4a|……あちらの方々も、キミの知り合いなの？
vo_adv_5096001_088.m4a|以前から分かってはいたことだが……
vo_adv_5096001_090.m4a|そうじゃない。そうじゃないはずだヒヨリ……
vo_adv_5096001_092.m4a|ああ。参加するからには必ず優勝しよう。
vo_adv_5096001_100.m4a|彼への、ラ、ラブ……
vo_adv_5096001_118.m4a|考えなかったわけではない。ないのだが……
vo_adv_5096001_125.m4a|それにしても……彼は本当に多くの人と絆を結んでいるな……
vo_adv_5096001_140.m4a|もちろんだ。ひょっとしたら大会や島について、彼女から聞ける話があるかもしれない。
vo_adv_5096001_145.m4a|私は歓迎するよ。ヒヨリもいいだろう？
vo_adv_5096001_153.m4a|釣り……なるほど。そういうものもありだったのか。
vo_adv_5096001_155.m4a|ち、違うよ。釣りよりは、その、友情を大切にしたい。
vo_adv_5096001_171.m4a|サレンもそうなのかな？
vo_adv_5096001_195.m4a|なにかあったのか！？助けに行こう！
vo_adv_5096001_199.m4a|第一ゲーム……？
vo_adv_5096001_207.m4a|そうか……ならよかった。この大会、相当に手が込んでいるんだな……
vo_adv_5096001_211.m4a|面白い趣向じゃないか。最初に勝てたのは、キミが支配人に気づいてくれたおかげだね。
vo_adv_5096002_002.m4a|ああ、今行くよ。キミ。また後で。さあユイ、行こう。
vo_adv_5096002_006.m4a|わぷっ！　……ヒヨリ？ならばこちらもお返しだ！　せいっ！
vo_adv_5096002_011.m4a|まったくだ……ヒヨリをもっとびしょ濡れにしてあげられたのに。
vo_adv_5096002_013.m4a|いいとも。いくらでも相手になるよ。だが……
vo_adv_5096002_015.m4a|ああ。第一ゲームのこともある。油断せずに力を合わせて、必ず勝利を掴もう。
vo_adv_5096002_031.m4a|バレーか……キミ、ルールは知ってる？
vo_adv_5096002_032.m4a|簡単にいうと、２つのチームがネット越しにボールを打ち合って、相手の陣地に落として得点を得るゲームだ。
vo_adv_5096002_033.m4a|ボールを持てるのは最初に打つサーブの時だけで、それ以外の時は、手で打つと覚えておけばいい。
vo_adv_5096002_034.m4a|とにかく、自分たちの陣地にボールを落とさない。これだけ分かっていれば、あとはなんとかなる。
vo_adv_5096002_042.m4a|……よりにもよって、あなたたちが相手か。
vo_adv_5096002_055.m4a|ネット越しにものすごい殺気が伝わってくるな……気迫で負けてなるものか！　はあっ！
vo_adv_5096002_058.m4a|ヒヨリユイ！　ブロックだ！
vo_adv_5096002_080.m4a|そうだね。気を取り直して挑もう！
vo_adv_5096002_087.m4a|４人目は一体どこにいるんだ……誰かの後ろに隠れているのか……？
vo_adv_5096002_090.m4a|作戦だと……？私たちへの対策を講じてきているのか……！？
vo_adv_5096002_094.m4a|回転しないボールだと！？くっ、軌道が読めない……！
vo_adv_5096002_100.m4a|私たちの中でヒヨリだけ体力の消耗が激しい……これが相手の作戦……？　はっ！　そうか！
vo_adv_5096002_101.m4a|ヒヨリ。自分の近く以外のボールはもう拾わなくていい。私たちが自分でなんとかする。分かった？
vo_adv_5096002_107.m4a|よくやった二人とも！　頼むよヒヨリ！
vo_adv_5096002_125.m4a|キミ、今のユイにそれはマズい！
vo_adv_5096002_128.m4a|やはりこうなったか……タイム！　タイムだ！
vo_adv_5096002_137.m4a|……羨ましいな。ああも素直に好意を表せるのは。
vo_adv_5096002_138.m4a|私たちを追いつめているのは、彼女たちの{player}への想いの力、なのか……
vo_adv_5096002_139.m4a|臆することなく気持ちを押し出す相手チームは好調で、うまく表に出せない我々はプレイにも乱れが生じている……
vo_adv_5096002_140.m4a|……それなら、私も素直になってみよう。恥ずかしさがないとは言わない。でも今は、彼のために気持ちを解き放つんだ……！
vo_adv_5096002_141.m4a|……よし。やってみよう。
vo_adv_5096002_144.m4a|{player}！ボールを打ち上げて！
vo_adv_5096002_145.m4a|ありがとう！　はあああっ！！
vo_adv_5096002_147.m4a|{player}、ナイスプレーだ！私たちが力を合わせれば、必ず勝てる！
vo_adv_5096002_150.m4a|ユイ、ヒヨリ。サーブを拾うのは彼にまかせよう。彼なら相手チームの誰がサーブをすることになろうと、どこに打ってくるかある程度予測できるはずだ。
vo_adv_5096002_151.m4a|彼にサーブを受け続けてもらえれば、相手チームのうち少なくとも二人は強力なサーブを打てなくなる。
vo_adv_5096002_153.m4a|その通りだ。だが最後には、それを逆手にとって決着をつける。みんな。今は私を信じてついてきてほしい。
vo_adv_5096002_156.m4a|ありがとう、みんな。苦戦はここまでだ。一気に逆転しよう！
vo_adv_5096002_161.m4a|残念だが、これで決着だ！それっ！
vo_adv_5096002_164.m4a|ぐあっ！　しまった……！だが今しかない！　{player}！ボールを叩き返して！
vo_adv_5096002_171.m4a|ああ、勝てたね……みんなが策に従ってくれたおかけだ。ありがとう。
vo_adv_5096002_173.m4a|いや、私ではなく、彼女たちがヒントをくれたんだ。相手が彼女たちでなければ、勝つのは難しかったかもしれない。それに誰より、{player}の頑張りがあってこそだ。
vo_adv_5096002_174.m4a|……ありがとう。
vo_adv_5096003_004.m4a|飲み物だけでなくデザートもあるのか。私も今のうちにいただいておこう。
vo_adv_5096003_025.m4a|猫か……誰かが連れてきたのかな？
vo_adv_5096003_053.m4a|それ故に、技術や連携だけではうまくいかないゲームともいえる。
vo_adv_5096003_060.m4a|なるほど。そちらがそのつもりなら、警戒しておくとするよ。
vo_adv_5096003_062.m4a|これは……どちらだ？カードの裏面では何も分からないな……
vo_adv_5096003_067.m4a|外したか……仕方ない。切り替えて次を当てにいこう。
vo_adv_5096003_070.m4a|魔法の使用がルール違反な以上、他に使えそうな手は思いつかないな。
vo_adv_5096003_080.m4a|名指しされてしまったな……
vo_adv_5096003_084.m4a|ふむ…………悩んでいても仕方ない。今回は上にしよう。
vo_adv_5096003_097.m4a|ユイ？　どうしたの？
vo_adv_5096003_099.m4a|今までの言葉の中で？　まさかとは思うけど、どこかのチームにだけ答えを教えようとしているのか？
vo_adv_5096003_103.m4a|彼女の言葉には、別の意味を示す内容はなかったはずだ。怪しい素振りも見せていない。声色が変わったわけでもない……
vo_adv_5096003_106.m4a|抑揚……気づかなかったな。ゲームを盛り上げる一環だと思って聞き流していたよ。
vo_adv_5096003_111.m4a|ありがとうユイ。気づいてくれて助かった。まずは下を選んでしまおう。
vo_adv_5096003_126.m4a|この先のゲームも、単純に見えて何か仕掛けがあるかもしれない。注意していこう。
vo_adv_5096004_004.m4a|ようやくゆっくりできるな。きちんと食事をとって、しっかり休んでおこう。
vo_adv_5096004_007.m4a|食欲があるのはいいことだ。キミも疲れただろう？　明日のために、体力回復に専念しておいて。
vo_adv_5096004_009.m4a|シズル！？　いつの間に……！
vo_adv_5096004_041.m4a|ユイ……？
vo_adv_5096004_045.m4a|最後は見事なまでに本音が漏れ出ていたな……
vo_adv_5096004_049.m4a|……そうか。分かった。このまま立ち話というのもなんだし、まずは座ろうか。
vo_adv_5096004_051.m4a|さて……ユイ、まずはどんな話からはじめるんだい？
vo_adv_5096004_057.m4a|同感だ。ヒヨリ。キミはよくやっているよ。ビーチバレーもハイ＆ローもみんなで悩んで、みんなで勝ち抜いた。私はそう思ってるよ。
vo_adv_5096004_059.m4a|少なくとも、ヒヨリが話したい内容と、ユイが話したいことは別みたいだね。
vo_adv_5096004_071.m4a|それは……どう言えばいいのか……難しいな。ヒヨリが言ったように、友情、仲間への愛でもあるが……
vo_adv_5096004_072.m4a|私の中にそれとも違う気持ちがあったから、ビーチバレーで窮地を脱する策を思いついた。
vo_adv_5096004_073.m4a|あれは私と同じ……いや、私以上に彼を思う人たちが対戦相手だったからこそ有効だった。
vo_adv_5096004_074.m4a|そしてあの考えに至ったきっかけも、私の彼への気持ちだ。それだけは二人に対して偽れない、偽りたくない私の本心だ。
vo_adv_5096004_075.m4a|今まであまりここまで素直に口にした経験がないから、少し恥ずかしくもあるけど……私は彼を、大切に思っている。……ヒヨリは？
vo_adv_5096004_089.m4a|ヒヨリが戸惑う気持ちは、私も理解できる。無理に急いで結論を出す必要はない。でも、結論が出そうなとき、私たちに遠慮する必要もないんだ。
vo_adv_5096004_090.m4a|そうだよね、ユイ？
vo_adv_5096004_094.m4a|私もやってみるよ。……でも気がつくと、つい躊躇ってしまいそうだ。
vo_adv_5096004_096.m4a|対等でありたいんだね、ユイは。……いいね。気に入ったよ。優劣もなければ、遠慮もなしか……
vo_adv_5096005_001.m4a|キミも、食事と睡眠はしっかりとれたようだね。全員万全の態勢でゲームに挑めそうでよかった。
vo_adv_5096005_005.m4a|敗者復活……？どのチームが勝ち上がってきたんだ？
vo_adv_5096005_023.m4a|どんなゲームがくるかと思ったが……私たちに向いているものがきてくれたな。
vo_adv_5096005_050.m4a|たしかに、その通りだが……！
vo_adv_5096005_053.m4a|くっ！　お、落ち着けヒヨリ！タイミングを合わせる前に力を込めてはだめだ！
vo_adv_5096005_059.m4a|……そうか。それでさっきはあんなに前のめりになっていたのか。いい、ヒヨリ？　キミは今、昨日のことを気にしすぎている。
vo_adv_5096005_066.m4a|攻撃魔法！？　あんなものが直撃すれば、この舟なんてひとたまりもないぞ……！
vo_adv_5096005_082.m4a|どうした、ヒヨリ。
vo_adv_5096005_089.m4a|ふふっ、ヒヨリらしいな。その気持ち、確かに受け取ったよ。
vo_adv_5096005_091.m4a|ああ。いこう、ヒヨリ。コース取りはまかせるよ。遠慮はいらない。全力でついていくから。
vo_adv_5096005_116.m4a|いい調子だ！　次のコーナーを曲がればゴールだ！
vo_adv_5096005_125.m4a|自分たちを信じるんだ！ここまできたら、あとは連携力の勝負になる！
vo_adv_5096005_129.m4a|内をとられた！　ヒヨリ！このままではこちらが──
vo_adv_5096005_131.m4a|ヒヨリ……？
vo_adv_5096005_133.m4a|ああ、どうやらそれが正解のようだ！
vo_adv_5096005_143.m4a|決して楽に勝てるとは思っていなかったが、本当にギリギリだったね。
vo_adv_5096005_147.m4a|これで心置きなく残りのバカンスを楽しめそうだ。
vo_adv_5096006_012.m4a|たしかにそう聞かされてはいたが……
vo_adv_5096006_018.m4a|ふふっ。奇遇だねヒヨリ。私もそう思っていたよ。みんな。お互いに力を出し切ろう。
vo_adv_5096006_039.m4a|そうだね。せっかくの機会だ。思いっきり全力で、楽しんでいこう。
vo_adv_5096006_045.m4a|加速は劣る……トップスピードをどれだけ維持できるかが勝負！
vo_adv_5096006_053.m4a|はっ！　はっ！　はっ！　はっ！
vo_adv_5096006_055.m4a|彼もついてこられないか……ならば二人だけの勝負だ！　ヒヨリ！
vo_adv_5096006_057.m4a|ヒヨリ！　遠慮はしないぞ！
vo_adv_5096006_059.m4a|何っ！？
vo_adv_5096006_061.m4a|くっ！　うううっ……！
vo_adv_5096006_062.m4a|……ここまでか！
vo_adv_5096006_064.m4a|何故だろう。息が上がって考えるのも面倒なくらい疲れているのに、気持ちはとても晴れやかだ。
vo_adv_5096006_065.m4a|遠慮なく、対等に……なんて清々しいんだ。
vo_adv_5096006_076.m4a|魔物！？　一体どこから……！？
vo_adv_5096006_080.m4a|くっ！　こんなものを用意していたのか……！
vo_adv_5096006_082.m4a|ぐあっ！
vo_adv_5096006_087.m4a|はぁ、はぁ……全力で走ったせいで、体力が……
vo_adv_5096006_093.m4a|はぁ、はぁ……さすがだなヒヨリ……
vo_adv_5096006_095.m4a|いや、心配ない……ユイの魔法で回復できた。もう戦えるよ。
vo_adv_5096006_099.m4a|タツノココマンダー……たしかコイツが出す波長は……思い出した！　これはただの音じゃない！　号令だ！
vo_adv_5096006_107.m4a|……まさか！
vo_adv_5096006_115.m4a|いざとなったら力ずくでも……！
vo_adv_5096006_121.m4a|私たちは決して、誰も見捨てはしない！はあっ！
vo_adv_5096006_123.m4a|支配人、あなたはここにいて！ヒヨリ！　私も続くよ！　はあああああっ！！
vo_adv_5096006_165.m4a|させるか！
vo_adv_5096006_168.m4a|ヒヨリ、よくやった！みんな！　力を合わせて、あの魔物を撃退しよう！
vo_adv_5096007_001.m4a|魔物が退いていく……
vo_adv_5096007_005.m4a|大人しくしてもらおうか……とは言ったものの、先ほどまでと様子が違うというか……
vo_adv_5096007_014.m4a|これほどの施設や大会をどうやって維持してきたかと思えば、ここまで大口の出資者たちがいたとは……魔物の件は自業自得だったな。
vo_adv_5096007_017.m4a|これだけのことをしでかしておいて、お金で水に流せ、ということか？
vo_adv_5096007_036.m4a|あー……こほん。人前で睦み合うのは後にしてほしいんだが……
vo_adv_5096007_038.m4a|さすがにあそこまでは……
vo_adv_5096007_040.m4a|……さてヒヨリ。一応優勝して得たその賞金だが、どう使う？
vo_adv_5096007_080.m4a|こういった時の差配は、彼の本領だね。
vo_adv_5096007_083.m4a|何？
vo_adv_5096007_086.m4a|私もだよ。目指す場所が同じ者同士だったからこそ、互いに全力を出し切れたと思っている。
vo_adv_5096007_089.m4a|なるほど。ユイの聞きたいことはそれか。……そうだね。私も、そうできたらうれしい。私もまた、二人と並び立ってみたい。
vo_adv_5096007_100.m4a|貴様ら！　どうしてその言葉を知っている！……っ！　まさか、魔法で全て……！
vo_adv_5096007_105.m4a|……ふふっ、ふふふふっ……！
vo_adv_5096007_115.m4a|まったく……彼にはドキッとさせられる。あの人たちと彼は、なるべく近づけないようにしよう。
vo_adv_5096101_001.m4a|ヒヨリ？　楽しみな気持ちは分かるけど、忘れ物がないか、今のうちに確認しておくように。遠出する以上、取りには帰れないからね。
vo_adv_5096101_005.m4a|まったく……ありがとう、ユイ。でもそろそろ落ち着いたほうがいい。
vo_adv_5096101_007.m4a|{player}と一緒の旅行、それも南の島に……楽しみだね。
vo_adv_5096203_002.m4a|ああ、問題ないよユイ。多少擦り傷ができたくらいだ……
vo_adv_5096203_004.m4a|い、いや、そこまで心配するほどじゃないさ……このあとの対決の種目がなんであれ、大して影響は出ないよ。
vo_adv_5096203_007.m4a|確かにその通りだね。なら今度は、みんなで向こうの方に行こうか。魔物の気配がまだ残っているようだからね。
vo_adv_5096204_000.m4a|この辺りか……魔物が多いね。それに、さっきよりも手強そうだ。
vo_adv_5096204_003.m4a|……あの優しいユイが闘志を燃やしている……この海で、少し変わったかな？
vo_adv_5096301_002.m4a|大会を盛り上げるために囚われていたとはいえ、今ここで暴れられては困る。早々に立ち去ってもらおう。
vo_adv_5096301_004.m4a|ヒヨリ……そうか。この海で、仲間と競い合うことの楽しさを覚えたんだね。
vo_adv_5096302_002.m4a|ヒヨリ……向こうはスポーツのようには思ってないよ。しかもこの魔物、さらに勢いを増しているみたいだ。さっきとは同じだと思わない方がいい。
vo_adv_5096302_004.m4a|……分かった。なんにせよ、向かってくるならこちらも戦うまでだ。いくよ！
vo_adv_5096308_001.m4a|そういう個体がいるというわけか……手強い相手だ。
vo_adv_5096308_004.m4a|必ず勝って、島と海の平穏を取り戻そう！
vo_adv_5096321_001.m4a|ヒヨリ、気をつけるんだ！この魔物、水を操ってこちらの陣形を崩し、そこを的確に狙って攻撃してくる……！
vo_adv_5096321_004.m4a|ああ、相手のペースに呑まれる前に、こちらで攻め抜くとしよう！
vo_adv_5096322_000.m4a|これは、私たち……！？水棲の魔物にしては、変わった手を打ってくるね。
vo_adv_5096322_002.m4a|ああ……でもそれは、今関係のある情報かな？
vo_adv_5096322_005.m4a|それは勢いにごまかされてるだけだよ、ユイ。……もちろん、私たちの方が強いというのは同意するけどね。
vo_adv_5096323_001.m4a|ああ、向こうも死力を尽くしている。ここからは少しの油断もできないよ……！
vo_adv_5096323_003.m4a|ははっ……さすがヒヨリだね。戦う理由がシンプルだ。……なのに、これ以上ないくらい、力がみなぎってくる……！
vo_adv_5096323_006.m4a|この夏の日差しのもとで、証明してみせようっ！
vo_adv_5096402_001.m4a|……みたいだね。私たちの強さを理解して退いたんだろう。……あるいは、あちらも勝負がしたかったのかもね。
vo_adv_5096402_004.m4a|なんとも迷惑な話だ。いや、どちらかといえば、迷惑だったのはあちらのほうか。
vo_adv_5096402_006.m4a|ヒヨリ……そんなゲーム、いつ始めたんだ？
vo_adv_5096402_008.m4a|……さてはヒヨリ、戦う前からそれを伝えようと決めていたんだね？
vo_adv_5096402_011.m4a|文句なんてあるわけない。私も同じ気持ちだ。ユイもそうだよね？
vo_adv_5096404_000.m4a|20体目の討伐、よく頑張ったね。だけど油断は禁物だよ。
vo_adv_5096411_000.m4a|ユイ、ヒヨリ。もうすぐ帰りの船が出る時間だ。帰り支度は済んでる？
vo_adv_5096411_002.m4a|……ヒヨリ？
vo_adv_5096411_005.m4a|ヒヨリ、わがままを言うんじゃない。……ふふ。楽しい時間がすぐに過ぎ去ってしまうのは分かる気がするけどね。
vo_adv_5096411_007.m4a|いや、時間にはもっとゆとりを持って行動しないと、後で慌てる羽目になるんだよ？　……聞いてないか。困ったものだね、ユイ……ユイ？　なぜ浮き輪を膨らませているの？
vo_adv_5096411_009.m4a|ユイ、キミもだったのか…………ま、まぁ。私だって、心残りがないわけじゃない。
vo_adv_5096700_000.m4a|海辺に来てくれと言われたから来てみたけど、一体なんの用だろうね。
vo_adv_5096700_008.m4a|なるほど、コースをよりテクニカルにして、ゴールまでの道のりにハプニングを追加したというわけだ。
vo_adv_5096700_010.m4a|……無理やり断れない雰囲気にされてしまった気がするけど。
vo_adv_5096700_012.m4a|……だよね。ヒヨリならそう言うと思った。
vo_adv_5096700_015.m4a|いいだろう。またお互いの全力を見せ合うのも悪くない。手加減はしないからね。
vo_adv_5096701_001.m4a|あ、ああ……コースの仕掛けが豊富過ぎて、あらゆる技術を試されてる気がしたよ……
vo_adv_5096701_004.m4a|いや、さすがに動揺はしていたさ。でもユイやヒヨリに無様なところは見せられないからね。むしろ二人の突破力に驚かされたよ。
vo_adv_5096701_008.m4a|きっと次も一筋縄ではいかないだろうね。でも……一番は私が貰うよ。
vo_adv_9003501_003.m4a|我々も、すぐに援軍に向かおう！
vo_adv_9003505_004.m4a|そちらこそ、無事なようで良かった。ここの守りを突破されていたら危なかったが……さすがは【王宮騎士団（NIGHTMARE）】といったところか。
vo_adv_9003505_011.m4a|ゼーンという男は、本当に強かった……こちらが敗れていても、何もおかしくはなかった。
vo_adv_9003505_014.m4a|……【レイジ・レギオン】、アゾールド。貴方と剣を交えるのは、これで３度目だが……今度こそ、決着をつけよう！
vo_adv_9003509_007.m4a|先ほどは、決着をつけると言っていたはずだが……！？
vo_adv_9003513_007.m4a|先ほどは、決着をつけると言っていたはずだが……！？
vo_adv_9003513_021.m4a|油断するな！ここからが正念場だ……！
vo_adv_9003514_006.m4a|そうか、良かった……！しかし……
vo_adv_9004013_004.m4a|ヒヨリ、彼に渡す封筒はこれでいいのかな？──っと、{player}。いらっしゃい。
vo_adv_9004013_007.m4a|……なるほど。大体の状況は読めたよ。
vo_adv_9004013_008.m4a|それにしても、そうか……キミと一緒に旅をしてもう４年にもなるんだね。
vo_adv_9004013_009.m4a|色んなところを旅して、たくさんの人と出会って。キミと共に歩んできて、私たちは強くなれた。
vo_adv_9004013_010.m4a|キミとの絆の力──プリンセスフォーム。この力は、きっとこの先の戦いでも必要不可欠になってくるだろう。
vo_adv_9004013_011.m4a|……私はもっと強くなりたい。大事な人たちをこの手で守るために。だから、これからもよろしく。
vo_adv_9004013_014.m4a|そうだね、私もそう思うよ。……ところで、さっきから、なんだかお腹の空きそうな香ばしい匂いがするのだけれど。
vo_adv_9004013_018.m4a|そうだね。キミも長旅で疲れているだろうし、ここで一休みしていくといい。みんなで、穏やかなひと時を過ごそう。
vo_adv_9004016_008.m4a|ギルド管理協会から連絡があってね。微力ながら、私たちも協力させてもらえないかな。彼の未来を作る手伝いをさせてほしいんだ。
vo_adv_9004017_010.m4a|というよりも、そちらが本命だったと言えばいいのかな。各地を巡ってもらったのも、そのためだったというわけさ。
vo_adv_9005002_004.m4a|珍しいね、一人で散歩かな？ちゃんと前を見て歩かないと、人にぶつかってしまうよ。ヒヨリみたいにね。
vo_adv_9005002_008.m4a|新しいマントとか、身に着けるものだろうか。もしくは……趣味に使える実用品、とかかな。例えば釣り竿とか。真心のこもった道具には愛着が湧くと思うし。
vo_adv_9005002_019.m4a|私たちの意見は気にしなくていいから、その調子で悩みながら進んでみたらいいよ。
