vo_adv_1040009_000.m4a|HEY　YO！　私！　前途洋々！ニューフレンド！　自然とあがる抑揚！
vo_adv_5094000_073.m4a|もう一度おもちゃ工場とテレサ女学院に戻ってきたことで、かれこれ３ヶ月くらいエルフの森には帰れていないことなんか、全然これっぽっちも私のぼっち精神にとってはどうってことないですよ？
vo_adv_5094000_074.m4a|前までの私だったら半日も持たずにホームシックになってましたが、ランナーズハイのその先の境地って感じで、むしろ清々しい気分です！健康的な心の汗をかくことで、日々の成長を実感しているんです！
vo_adv_5094000_075.m4a|……まっ、これが都会に適応したエルフの証ですかね？それくらい私の生活が充実してるって証なんじゃないでしょうか？
vo_adv_5094000_076.m4a|それに、私のがんばりは、あなたにもメリットがあると思うんです！だって、私に友達ができれば、その人をあなたにも紹介できますもん！
vo_adv_5094000_077.m4a|そしたら、あなたもぼっち卒業ができて、友達の輪が広がります！ウィンウィンですよね？　オールハッピーですよね？
vo_adv_5094000_078.m4a|ということで！　友達作りの実戦に向けた準備をしてきます！次にお会いする時には、私の100人の友達を紹介しますね！
vo_adv_5094000_079.m4a|私のー、未来のー、100人のー、友達のみなさーん！どーもー！　私はー、あなたたちのー、未来のー、友達のアオイでーす！もうすぐー、友達にー、なれるのでー、待っていてー、くださいねー！
vo_adv_5094000_080.m4a|それでは！　全てはＢＢ団のためにっ！
vo_adv_5094000_081.m4a|ただいま～、っと。……なんて、私以外に誰もいませんから、返事が聞こえたらびっくりですけど。はははっ。
vo_adv_5094000_082.m4a|でも、エルフの森から連れてきた草花さんたちの声は別ですけどね。
vo_adv_5094000_083.m4a|さてと、今日の反省会を始めようかな。では、草花さんたち、傾聴をお願いいたします。
vo_adv_5094000_085.m4a|静かに耳を傾けてくれて、ありがとうございます。その素晴らしい姿勢に、敬意を評します。第100回を目前にして、この会にも慣れてきましたね。
vo_adv_5094000_086.m4a|では、本日の振り返りから──
vo_adv_5094000_087.m4a|──かくかくしかじか……と、まっ、こんなところでした。どうでしょうか？　草花さんたちの感想を聞かせてください。
vo_adv_5094000_088.m4a|ランドソルという都会の荒波にすっかり慣れきった私は、もう多少のことではヘコみませんよ。今日も率直な意見をお願いします！
vo_adv_5094000_090.m4a|……？　熟考中ですか？
vo_adv_5094000_092.m4a|……あれれ？……草花さんたちの声が聞こえない？
vo_adv_5094000_093.m4a|……どうしたんですか？……もしかして、どこか調子でも悪いんですか？
vo_adv_5094000_094.m4a|いやでも……今朝もちゃんとたっぷりお水もあげたし、肥料も欠かさず食べてもらってるし……
vo_adv_5094000_096.m4a|あーあー
vo_adv_5094000_097.m4a|……うん、自分の声はちゃんと聞こえますね。
vo_adv_5094000_099.m4a|…………？
vo_adv_5094000_100.m4a|……私の耳に異変はないし、草花さんたちの調子もいい……はず。
vo_adv_5094000_101.m4a|だとすると……おかしいのは……私の体でも草花さんの調子でもなく……
vo_adv_5094000_102.m4a|草花さんたちと共鳴する私のぼっち精神……………………………………？
vo_adv_5094000_103.m4a|いえ……まさか、そんな……子どもの頃から、自然の生き物たちとの会話だけが得意だったのに……
vo_adv_5094000_104.m4a|で、でも、どうして今……？前に編入生として行った時や、初めて短期バイトをした時は、こんなことには……
vo_adv_5094000_105.m4a|だって、あの時のほうがランドソルに慣れてなくて、毎日毎日てんてこまいでしたもん……
vo_adv_5094000_106.m4a|あの頃に比べたら、３ヶ月も森に帰ってないことくらい、なんてことないのに……
vo_adv_5094000_107.m4a|…………もしかして、前は短期間で終わって、すぐにエルフの森に帰れたから、なんともならなかったとか…………？
vo_adv_5094000_108.m4a|そっか……森から離れてもう３ヶ月だもんね……こんなに長い間、エルフの森を離れたことって今までなかったから……？
vo_adv_5094000_109.m4a|だから……だから私は……私のぼっち精神は、自然を忘れてしまった……？
vo_adv_5094000_110.m4a|ということは、今の私はぼっちのエルフではなく、もっとタチの悪い、ぼっちのオノボリさん……？
vo_adv_5094000_111.m4a|どどどどどうしましょう！私が自然成分を失って、自分も見失っていたから、人と接するテンションの設定が間違っていることに気付けませんでした！
vo_adv_5094000_112.m4a|今は空前絶後の超絶怒涛のぼっち卒業のチャンスなんかじゃなく、ぼっち史上最恐最大の絶体絶命の崖っぷちの限界ギリギリのピンチ……！
vo_adv_5094000_113.m4a|こんな落とし穴があっただなんて……ううっ……やっぱり都会は怖いところです……
vo_adv_5094000_114.m4a|でも……今気付けて良かったかもしれません……！まだきっとなんとかなるはずです……！
vo_adv_5094000_115.m4a|草花さんたち、このことを教えてくれてありがとうございます。自然のみなさんには、いつも助けてもらってばかりですね……
vo_adv_5094000_117.m4a|うん……そうでしたね……今は私の声も届かないんでした……
vo_adv_5094000_118.m4a|このお礼を届けるためにも、一刻も早くぼっち精神を癒さなきゃ……！
vo_adv_5094000_119.m4a|こうなったら……久しぶりにやるしかありませんね……今の私にできることは、もう一つしか残っていません……！
vo_adv_5094000_120.m4a|ぼっちのエルフに残された最終手段……『アレ』を始めましょう……！
vo_adv_5094001_078.m4a|……到着、っと！
vo_adv_5094001_079.m4a|ふぅ～、ここは相変わらず遠いな～小さい頃から通い慣れてるとはいえ、いつも膝が笑っちゃうんですよね。
vo_adv_5094001_081.m4a|……と、まあ、こんなふうに。でも爆笑度は、昔よりも減ってきた気がしますね〜
vo_adv_5094001_082.m4a|エルフの森のさらに奥地へと踏み入って、いくつもの山と谷と川を越えて……
vo_adv_5094001_083.m4a|あとは沼とか洞窟とか茨の道とか、とにかく色んな自然の険しい難所を越えた先にある私だけの場所……
vo_adv_5094001_084.m4a|ここが、究極のぼっち空間です……！
vo_adv_5094001_085.m4a|すぅ～～～～……はぁ～～～～……
vo_adv_5094001_086.m4a|ああ～～、なんて新鮮な空気なんでしょうか～～癒されます～～～～
vo_adv_5094001_087.m4a|……うん、木の枝もたくさん落ちてますね。これならいろいろ作るのに困らなそうですね。
vo_adv_5094001_088.m4a|それじゃ、道具をササっと広げて……いつもみたいにナイフ一つで寝床から作っていきましょう。
vo_adv_5094001_089.m4a|都会に染まってしまった身と心を癒して、自然の力を取り込むぞ～！
vo_adv_5094002_000.m4a|……………………
vo_adv_5094002_001.m4a|静かに爆ぜるたき火の音……頬を撫でる優しい風……
vo_adv_5094002_002.m4a|そう、この感じ……この感じですよ……ランドソルでは味わえないこの空気……
vo_adv_5094002_003.m4a|これこそ、ぼっち空間の醍醐味……！
vo_adv_5094002_004.m4a|……おーい、小鳥さん。最近調子はどうですか？　おいしいご飯は食べてますか？
vo_adv_5094002_006.m4a|ほお。ピヨ、ですか。
vo_adv_5094002_007.m4a|ふふっ……何言ってるか、さっぱりです。やはり自然の声を聞けるまでは回復できてませんか。
vo_adv_5094002_008.m4a|……でも、まだ山籠りは始まったばかり。焦らずゆっくりと心を無にして、自然を取り戻しましょう……
vo_adv_5094002_009.m4a|……………………
vo_adv_5094002_103.m4a|どこかでキツツキさんが巣を作っていますね。お引っ越しの時期なんでしょうか。
vo_adv_5094002_104.m4a|こういう自然の営みの音を聞くと、やっぱり心が洗われます～ランドソルでは聞くことができませんからね～
vo_adv_5094002_106.m4a|え？　今なんと？
vo_adv_5094002_108.m4a|『その調子で自然に身を委ね、しっかり反省しなさい』……ですか？草花さんたちが確かにそう言った……ように聞こえました！
vo_adv_5094002_109.m4a|ああっ……ぼっち空間の効果が現れ始めてきました！草花さんたちの言葉が、また聞こえるようになりました！
vo_adv_5094002_110.m4a|よーし、草花さんたちに言われた通り、このまま心を無にして、森の緑に包まれながら反省をします……
vo_adv_5094002_111.m4a|私は、草……私は、木……私は、森生まれ森育ちのエルフ……
vo_adv_5094002_112.m4a|そう……自然に愛され、自然を愛してきたぼっちなのです……
vo_adv_5094003_035.m4a|ふー、ふー……ごくっ。……うん！　おいしく淹れられました！
vo_adv_5094003_036.m4a|やっぱりこの豆は、山の空気と合いますね～香りが高くて、ほのかに甘味があって……リラックスするのにピッタリです。
vo_adv_5094003_037.m4a|いつも仕事前に飲んでるのは、苦味があってスッキリする品種ですからね。
vo_adv_5094003_038.m4a|場所と時間も違えば、やっぱり豆も変えなくちゃ！このコーヒーがあってこその山籠りですよ～
vo_adv_5094003_039.m4a|はあ～やっぱり山奥で飲むコーヒーは心が休まるな～
vo_adv_5094003_040.m4a|……こうやって一人で静かに過ごすのって……いつぶりだろう……？最近は毎日いろんな人と交流してましたからね……
vo_adv_5094003_041.m4a|……はっ！？ということは、毎日ぼっちとして失敗を！？
vo_adv_5094003_042.m4a|ううっ……失敗は慣れっこですが、失敗を失敗と思ってなかったのはさすがに痛いです……
vo_adv_5094003_043.m4a|自分では都会に慣れて成長した気になってたけど……完全な勘違いでした！　ひどい思い上がりです！
vo_adv_5094003_044.m4a|はあ……本当はコミュ力なんて欠片もない、人付き合いが苦手な不器用ぼっちエルフなのに……
vo_adv_5094003_045.m4a|おおっ……自分がどんな人間だったか、だんだん思い出せてきました…！そうです！　これが私！　ありのままの本当の私なんです！
vo_adv_5094003_046.m4a|よーし！　調子が出てきましたー！ぼっちの私を取り戻しますよー！
vo_adv_5094003_092.m4a|ほうほう……？
vo_adv_5094003_096.m4a|『簡単に友達が100人できるなんて、100万年早いぞ』、『都会で友達になろうって声をかけてくるのは、詐欺師だけさ』、『万物は流転するもの。思い通りになるなんて思わないことね』……と？
vo_adv_5094003_097.m4a|大木さん、小鳥さん、風さん、金言の数々をありがとうございます！
vo_adv_5094003_098.m4a|ねえ、マイフレンドくん！　ぼっち空間の効果が現れ始めたよ！大自然が語りかける声が、ちゃんと聞こえるようになりました！
vo_adv_5094003_099.m4a|耳で聞くのではなく、心で感じられています……これこそ、ぼっち精神が癒された証拠ですよ！
vo_adv_5094003_100.m4a|この自然が教えてくれたアドバイスを心に刻まなくちゃ……昨日までの思い上がってた私とバイバイするんです！
vo_adv_5094003_101.m4a|オノボリさんムーブをかまして迷惑をかけてしまった女学院や、おもちゃ工場のみなさんに……
vo_adv_5094003_102.m4a|そして……そして、なにより……同志の団長さんに合わせる顔がありませんから……！
vo_adv_5094003_103.m4a|宣誓！私は、二度と自分がぼっちのエルフであることを忘れないと誓います！ぼっち代表、アオイ！
vo_adv_5094003_104.m4a|よぉーし！田舎者のぼっちエルフとして、もう一度やり直しますよー！
vo_adv_5094004_000.m4a|……う～ん、ぼっち精神は癒せましたけど……これからどうやってランドソルで友達を作っていけばいいんだろう……？
vo_adv_5094004_001.m4a|変に都会派ぶらない方がいいはず……ということは、やっぱり田舎感丸出しで接したほうがいいのかな……？
vo_adv_5094004_002.m4a|その方が、ありのままの私らしいですよね。
vo_adv_5094004_003.m4a|それに、友達はできないかもしれませんが、人を不快にさせて、嫌われるっていうことにはならないはず！
vo_adv_5094004_004.m4a|よぉーし！自然派エルフっぽさがもっと出るまで、山籠りを続けますよー！
vo_adv_5094004_005.m4a|性格は見た目に現れると言いますからね！もう二度と失敗したくないし、完璧な状態に仕上げなくちゃっ！
vo_adv_5094004_006.m4a|残りのお休みを全部山籠りに費やして、それまでは心と体を、自然と一つにしていましょう……
vo_adv_5094004_007.m4a|そのために、のんびり過ごしましょ〜〜ほわわわ～～～～♪
vo_adv_5094004_008.m4a|ひいっ！？
vo_adv_5094004_009.m4a|野生の熊かな……？どどどどどどどうしよう～～～～……！！
vo_adv_5094004_011.m4a|あわわわわわ！　緑色の大きな熊！？ししししし死んだフリしなくちゃ……！！
vo_adv_5094004_012.m4a|ち～～～～ん……
vo_adv_5094004_015.m4a|ほっ……人でしたか……死んだフリする必要なんて、全然なかったです──
vo_adv_5094004_016.m4a|って、人ーーーー！？ある意味、熊よりも恐ろしい生き物ですーー！！
vo_adv_5094004_019.m4a|す、すみません……つい取り乱してしまいました……ぼっちのエルフの習性なので……
vo_adv_5094004_022.m4a|えっ！？　どどどどどうして私の名前を！？私の個人情報、いつどこでどこから漏れたんですか！？ランドソルは私が知らないだけで、監視社会だったんですか！？
vo_adv_5094004_026.m4a|えっ……？もしかして、ミフユリーダーさんとタマキさんのことですか！？
vo_adv_5094004_029.m4a|は、はい……！その節はどうもお世話になりました……！
vo_adv_5094004_033.m4a|バ、バケーション……？はあ……よ、よろしくお願いします……
vo_adv_5094004_036.m4a|さっきからキャンプって……？何かの暗号ですか……？
vo_adv_5094004_038.m4a|キャンプ……？このことを、そう呼ぶんですか……？
vo_adv_5094004_039.m4a|この山籠りの仕方に、そんな名前があるなんて初めて知りました。小さい頃から、よくこうして過ごしていましたので……
vo_adv_5094004_041.m4a|おおっ……！私、自然系ぼっち派エルフに見えますか！？
vo_adv_5094004_043.m4a|良かった……！　どうやら完全に元の自分に戻れたようです……！
vo_adv_5094004_045.m4a|隣……？　キャンプ場……？
vo_adv_5094004_046.m4a|えっと、ここは私が昔から使っているぼっち空間です。歩いて３日かかる範囲内に、人っ子一人いません。
vo_adv_5094004_047.m4a|だから、人の気配を感じず、自分自身とひたすら向き合うためには最適な場所なんです。
vo_adv_5094004_048.m4a|むしろ、遠路遥々こんな山奥までやってきたお二人に驚いていますよ。
vo_adv_5094004_050.m4a|隣…………？　キャンプ場…………？
vo_adv_5094004_051.m4a|すみません。さっきから何言ってるか、私にはさっぱりです。ずっと大木さんや風さんたちと話していましたから、人間の言葉が聴き慣れなくて。
vo_adv_5094004_056.m4a|あのー……二人で何を話しているんですか……？もしかして、ぼっちの私を笑いものに……？
vo_adv_5094004_060.m4a|みなさんのキャンプに……私なんかが……？お邪魔じゃないですか……？だって、私……ぼっちのエルフなんですよ……？
vo_adv_5094004_061.m4a|それに私、キャンプなんて知りませんでしたし……お二人の足を引っ張ってしまうんじゃないでしょうか……？
vo_adv_5094004_064.m4a|そうですね……リーダーさんたちとのご縁もありますし……
vo_adv_5094004_065.m4a|一人で過ごして冷静になれましたし、ぼっち卒業への新たな第一歩を踏み出すいい機会かもしれません……！
vo_adv_5094004_066.m4a|分かりました！　やらせていただきます！お二人の足を引っ張らないように、精一杯キャンプします！
vo_adv_5094004_068.m4a|はい！　首を長くして、お待ちしております！それでは、また明日！　おやすみなさい！
vo_adv_5094004_078.m4a|よいしょ、っと……！
vo_adv_5094004_079.m4a|ふう……これで私の荷物は全部です！お引っ越し、完了です！
vo_adv_5094004_083.m4a|いえいえ！　自慢じゃありませんが、手先は器用なんです。小さいころから友達作りの練習台なんかを作ったりしてましたから。
vo_adv_5094004_084.m4a|だから買いそろえるよりも、その場その場で作ったほうが早いし、それにお金もかからないので……そんな懐事情によるところが大きいですね！
vo_adv_5094004_088.m4a|そうですね……あまり参考になるかは分かりませんが……
vo_adv_5094004_089.m4a|私にとってキャンプとは、ありのままの自分に戻る儀式のようなものです。
vo_adv_5094004_090.m4a|森の声を聞き、風と触れ合い、太陽の光の衣に包まれる……そうして自然と一体になることで、日々の生活で歪んでしまった己を正すのです。
vo_adv_5094004_091.m4a|そう……心を無にして、極限のリラックス効果を得るんです。
vo_adv_5094004_097.m4a|最高の……一杯？
vo_adv_5094004_105.m4a|キャンプに臨むお二人の相当な覚悟……しかと受け止めました！
vo_adv_5094004_106.m4a|では、私が山籠り……いえ、キャンプでいつもしている、ぼっちエルフ流自己対話術を伝授いたします！
vo_adv_5094004_107.m4a|まず、ここにマイフレンドくんを置いて、っと……
vo_adv_5094004_110.m4a|はい。この子を、自分自身だと思ってみてください。そして、心に思い浮かべた自分と対話をするんです。
vo_adv_5094004_111.m4a|傷ついた心を癒したり、空回りする自分にストップをかけて、ありのままの自分を思い出してみてください。
vo_adv_5094004_112.m4a|そうすれば、ストレスもなにもない素の状態……すなわち極限のリラックス状態になれるんです。
vo_adv_5094004_115.m4a|あまり負荷をかけないように慎重にお願いしますね。ベテランぼっちの私が、長年かけて編み出したリラックス方法ですから。
vo_adv_5094004_116.m4a|では、始めてみてくださいっ！
vo_adv_5094005_001.m4a|うんうん……二人とも、集中していますね。
vo_adv_5094005_002.m4a|私はコーヒーでも飲みながら、木で何か作ろうかな〜
vo_adv_5094005_003.m4a|そうだ！マイフレンドくんをモチーフにしたカッコいい武器とかどうかな！
vo_adv_5094005_004.m4a|ランドソルに帰ったら、おもちゃ工場のみなさんに見せてみようかな〜よーし、がんばるぞー！
vo_adv_5094005_025.m4a|よーし、いい感じの木製ボウガンが作れました！
vo_adv_5094005_026.m4a|マイフレンドくんのキーホルダーもつけてみましたし、きっと子どもからの人気も出そうですね！
vo_adv_5094005_027.m4a|工場でおもちゃを作るのもいいけど、やっぱり私は自然の中で手作りするのも好きだな〜
vo_adv_5094005_028.m4a|ごくっごくっ……うん！一仕事した後に青空の下で飲むコーヒーも格別ですね！ぼっち空間は、鬱蒼とした森ですから、気持ち良さが段違いです！
vo_adv_5094005_029.m4a|このお天気のように、ぼっち精神を取り戻した今、私の心も晴々としています！
vo_adv_5094005_030.m4a|でも、私のぼっち空間の隣に、こんな場所があったなんて驚いたなぁ……
vo_adv_5094005_031.m4a|キャンプかぁ……ランドソルの人たちも、みんなつらいことを抱えているんですね……
vo_adv_5094005_032.m4a|ユカリさんたちも、目的があって来たって言ってましたし……
vo_adv_5094005_033.m4a|私のキャンプ術が役に立つといいけど、お二人の様子はどうかな？　どれどれ……？
vo_adv_5094005_035.m4a|ええっ！？どどどど、どうして落ち込んでいるんですか！？
vo_adv_5094005_038.m4a|あわわわわわ……！
vo_adv_5094005_039.m4a|せっかく誘ってくれたのに、お二人を落ち込ませてしまいました……
vo_adv_5094005_040.m4a|キャンプは……ううん。山籠りは、やっぱり一人でしなきゃいけなかったんだ……
vo_adv_5094005_041.m4a|また一人で突っ走っちゃって、失敗してしまいました……
vo_adv_5094005_042.m4a|いつもいつも、こんなことを繰り返してばかり……女学院でも工場でも……団長さんに対しても……
vo_adv_5094005_043.m4a|……でも、もうランドソルでの失敗を繰り返したくありません……こんなことばかりしていたら、{player}さんに合わせる顔が……！
vo_adv_5094005_044.m4a|なんとかして、この重い空気を変えてみせます……！
vo_adv_5094005_045.m4a|独りよがりなぼっちの私とは、バイバイしてみせるって、誓ったばかりですから……！
vo_adv_5094005_046.m4a|あ、あの～……ジュンさん、ユカリさん。そろそろお昼ですし、ご飯にしませんか？
vo_adv_5094005_047.m4a|私が腕によりをかけて作りますよ？山での料理歴は長いですから、食べたいものがあればどんなものでも対応可能です！
vo_adv_5094005_053.m4a|こ、これはっ……！？
vo_adv_5094005_055.m4a|毒キノコだなんてとんでもありません！これは最高級キノコ……アストライア茸ですよ！
vo_adv_5094005_056.m4a|私たち【フォレスティエ】でもめったに見ることのできない品種です。焼いてよし、煮てよし、蒸してよし！　とってもおいしいそうですよ！
vo_adv_5094005_058.m4a|おつまみ？
vo_adv_5094005_060.m4a|わ、分かりました……それにしても、こんなすごいキノコが、ぼっち空間に生えていただなんて……！
vo_adv_5094005_061.m4a|お二人を落ち込ませてしまったお詫びに、最高のキノコ料理を振る舞いますね！　腕によりをかけますよ！
vo_adv_5094005_065.m4a|はい！　ぜひお願いします！ぼっちじゃないキャンプは初めてですが、私も精一杯やってみます！
vo_adv_5094005_066.m4a|ジュンさん、もう少し火を強めてください。薪をじゃんじゃん追加しちゃいましょう！
vo_adv_5094005_068.m4a|さすが、【王宮騎士団（NIGHTMARE）】の団長さん！野営に慣れているだけあって用意周到ですね！
vo_adv_5094005_069.m4a|さ、あとは食材に火が通るのを待つだけです。完成までしばらく休んでいましょう～！
vo_adv_5094005_071.m4a|そ、そんなっ！リーダーさんと私なんか比べ物にはなりませんよっ！
vo_adv_5094005_072.m4a|でも、少しでもそう言ってもらえると、ちょっとうれしいです……！恐れ多さのほうが圧倒的に勝ってはいますが！
vo_adv_5094005_076.m4a|おおっ！　それはとっても面白そうですね！
vo_adv_5094005_086.m4a|これが、キャンプ……なんでしょうか？いつもの山籠りではこんな気持ちになったことはありませんでした。
vo_adv_5094005_087.m4a|なにせ、私が山籠りをするのは、ぼっち精神を癒すためですから。こうしてみなさんとキャンプできるなんて、思ってもいませんでした。
vo_adv_5094005_088.m4a|そういえば、昨日お二人も目的があるって言っていましたよね？ちゃんと聞いてなかったような気がしていて……
vo_adv_5094005_092.m4a|【王宮騎士団（NIGHTMARE）】の団長さんですもんね……私にはその責任の重さは想像もできません……
vo_adv_5094005_093.m4a|でも、ジュンさんならきっと大丈夫だと思います！リラックスして帰れるように、私も精一杯お手伝いしますね！
vo_adv_5094005_097.m4a|は、話せないようなことなんですか……？す、すみません、踏み入ったことを聞いてしまって……
vo_adv_5094005_103.m4a|いえ、そんなことはありませんよ……！好きなことをして過ごすのってとっても大事ですから……！
vo_adv_5094005_110.m4a|私は……いつか100人の友達を作りたいと思っているんです。あの人と結成したＢＢ団でかなえられるように、日々がんばっています！
vo_adv_5094005_111.m4a|だけど、いつもいつも空回りして失敗続きで……それで山籠りして、大反省会をしていたんです……
vo_adv_5094005_112.m4a|この夢を抱き続けて早十数年……そろそろ友達が100人いる自分になってみたいですね。
vo_adv_5094005_113.m4a|きっと人生も充実しちゃうんだろうな～早くなりたいな～
vo_adv_5094005_115.m4a|そ、そうですか？期待に応えられるように、がんばりますねっ！
vo_adv_5094005_119.m4a|そうですね！　もう十分煮えたかと思います！さあ、みんなでいただきましょう！
vo_adv_5094005_120.m4a|わあ～、私が山で誰かと食事する時が来るなんて～！楽しみだな、楽しみだな～！
vo_adv_5094005_123.m4a|にへへ……このキノコのおかげで、人気者に……♪
vo_adv_5094005_130.m4a|うわぁぁ～～！あれが友達が100人いる私の姿！？
vo_adv_5094005_131.m4a|すごいです！　キラキラと輝いています！本当にあんなふうになりたいな～！
vo_adv_5094005_148.m4a|す、すごい……！私も、あんな『私』になりたいな～～！
vo_adv_5094005_150.m4a|えっ！？　ほ、本当ですかっ！？でも、とっても難しそうですけど……
vo_adv_5094005_152.m4a|おおっ！なら遠慮なく……あむっ！
vo_adv_5094005_154.m4a|……理想の『私』になれました！
vo_adv_5094006_000.m4a|おおっ、すごいです！　なんだか体の奥底から湧いてきますよ！これがずっと憧れていたリア充パワーなんですねっ！
vo_adv_5094006_001.m4a|{player}さんもあのキノコを食べましたよね？どうですか？　友達100人できた気分は？
vo_adv_5094006_002.m4a|ついにＢＢ団の悲願、達成ですよ！　盛大にお祝いしましょ～！もちろん100人の友達にも参加してもらってパーティーするんです！
vo_adv_5094006_003.m4a|寝てもないのに……？何を言ってるんでしょうか……？
vo_adv_5094006_004.m4a|あははっ、{player}さんってば、面白いこと言いますね。目を覚ますも何も、ずっと憧れてた夢が叶ったばかりじゃないですか〜
vo_adv_5094006_011.m4a|らんらるら〜♪友達100人うれしいな〜♪
vo_adv_5094006_012.m4a|もう……さっきから何を言ってるんですか……？ＢＢ団の夢が叶ったんですよ！　私に100人の友達ができたんですよ！
vo_adv_5094006_013.m4a|これ以上、ぼっちだった頃の私の戯言みたいなこと言うのは、なしにしてくださいね？　ユカリさんも、そう思いますよね？
vo_adv_5094006_019.m4a|はっはーん！　きっとかくれんぼしてるんですよ！私の100人の友達の中にいるはずです！　ちょっと探してきますね！
vo_adv_5094006_020.m4a|はあっ……はあっ……！友達100人の中を探し回ったのに……どこにもいませんでした……！
vo_adv_5094006_022.m4a|キャンプ場に来た{player}さんに、アストライア茸の料理を食べてもらったはずですが……
vo_adv_5094006_024.m4a|えっ？　いえ、そんなことは……どうしてそんなことを？
vo_adv_5094006_026.m4a|そういえば……料理を食べてたら、突然友達が100人できていて……そしたら{player}さんの姿がいつの間にか……
vo_adv_5094006_027.m4a|で、でも……アストライア茸にそんな毒があるなんて話……私でも聞いたことがありませんよ……！
vo_adv_5094006_030.m4a|お、落ち着いてください、ユカリさん！確かにショックですし、口の中にリフレインしてきた味は無視です無視！それよりも今は──
vo_adv_5094006_031.m4a|そうです！　正気に戻ることです！……あぁ、やっぱり今正気じゃなかったんですね……
vo_adv_5094006_032.m4a|でも……{player}さんの声を聞くたびに……だんだん頭もスッキリしてきましたよ……！
vo_adv_5094006_041.m4a|そうです……！　あなたがいないなら、友達なんて100人いても……いえ、例え1000人いても寂しいだけです……！
vo_adv_5094006_042.m4a|私は……あなたがいないのに100人の友達がいる自分よりも、たった一人の同志と二人で友達を作ろうとしている……そんなダメダメなぼっちな自分のほうが好きです……！
vo_adv_5094006_043.m4a|もう一度……いえ、何度だって胸を張って言いますよ！いくら私だけが理想の自分になったとしても全然意味がないんです！
vo_adv_5094006_044.m4a|だって、私たちの理想の私にはっ！あなたがいないとダメなんですっ！
vo_adv_5094006_047.m4a|私は……！　あなたと二人でたくさんの友達を作りたいですっ！
vo_adv_5094006_048.m4a|………………はっ！？{player}さん！！？？
vo_adv_5094006_051.m4a|ひぃぃぃっ！？　で、でっかいアストライア茸！？しかも、ひげが生えてて、動いてる！？
vo_adv_5094006_056.m4a|ひょえええ！？なんですかあれ！　キノコの胞子！？
vo_adv_5094006_059.m4a|おおっ！　お二人が胞子を防いでくれました！
vo_adv_5094006_060.m4a|でも、あの胞子……なにか危ない効果があったりするんじゃ……？た、例えば幻覚とか……？
vo_adv_5094006_061.m4a|え、ええええーーっ！？ユカリさんたちの盾の後ろにいたほうがいいですよ！！
vo_adv_5094006_066.m4a|それに、胞子も止みました！威厳ある見た目をしてますけど、意外と脆いのかもしれません……！
vo_adv_5094006_067.m4a|胞子が厄介ですけど、止んだ今なら！
vo_adv_5094006_071.m4a|ちっちゃくて、手下っぽいです〜〜！？
vo_adv_5094006_078.m4a|させませんっ！このブッシュクラフトで作ったボウガンで……やああっ！！
vo_adv_5094006_079.m4a|みなさん！　今のうちに！
vo_adv_5094006_085.m4a|{player}さん、ありがとうございます……！私たちのこと、ずっと守っててくれていたんですよね……？
vo_adv_5094006_086.m4a|あなたがいなかったら、きっとずっと幻覚を見たまま、あの魔物にも今頃……
vo_adv_5094006_090.m4a|私も……女学院と工場に休みの連絡を入れただけで、ミサト先生たちには行先を伝えてなかったです……
vo_adv_5094006_095.m4a|う～ん……多分なんですけど……それに非常に言いづらいのですが……
vo_adv_5094006_096.m4a|私たちが食べちゃったキノコは……あの魔物の菌糸なんじゃないでしょうか……？
vo_adv_5094006_097.m4a|食べられやすい見た目の菌糸で誘って、それを食べた人間……つまり、獲物が幻覚を見ている隙に狩りをするという……
vo_adv_5094006_098.m4a|そんな生態の魔物や生き物がいるって、【フォレスティエ】の資料で読んだことがあります。
vo_adv_5094006_105.m4a|そういえば、{player}さんもキノコを食べましたよね？
vo_adv_5094006_106.m4a|というか、私たちが無理やり……ううっ……なにからなにまですみません……
vo_adv_5094006_117.m4a|そうですね……私もぼっち卒業に向けて、最近はずっと焦ってばかりでした……
vo_adv_5094006_118.m4a|独りよがりになって、あなたにも心配をかけてしまいました……そんなんじゃいつまで経っても友達なんかできるわけありませんよね。
vo_adv_5094006_119.m4a|いつも自分をしっかりと持ってるあなたは、私の憧れです！さすが、ＢＢ団の団長さんです！
vo_adv_5094007_000.m4a|ううっ……私たちがキノコを食べている間に、たき火が消えちゃってました……
vo_adv_5094007_003.m4a|ええっ！？　帰っちゃうんですか？どどどど、どうしてですか！？
vo_adv_5094007_004.m4a|はあ……持ってきた野営道具は、私たちの捜索が長引いた時のため……？
vo_adv_5094007_007.m4a|…………ま、待ってください！
vo_adv_5094007_008.m4a|……私、今までキャンプと呼ばれることは、すっごく落ち込んだ時に一人でやっていました。
vo_adv_5094007_009.m4a|落ちてる木を集めてテントや椅子を作ったり、食べたい物を食べたい時に楽しんだり、それから、夜は静かに星を眺めたり……
vo_adv_5094007_010.m4a|私のキャンプは、そんなひとりぼっちで過ごすものでした……それはそれで、私は楽しいんですけどね。
vo_adv_5094007_011.m4a|でも、今回ユカリさんとジュンさんに誘ってもらったことで、誰かと一緒にキャンプをする楽しみを知りました！
vo_adv_5094007_012.m4a|テントを並べてお互いに使う道具のことを話し合ったり、みんなで食べる料理を手分けしながら作ったり、それから、たき火を囲んでいろんなことを賑やかに語り合ったり……
vo_adv_5094007_013.m4a|まぁ料理はいろんな意味で大失敗しましたが……
